app_name_name,app_name_rating,app_name_desc,app_name_img,app_name_content_rating,app_name_pri_cat,app_name_age_rating,app_name_price
Toca Hair Salon 4,Rated 4.0 stars out of five stars,"Welcome to Toca Hair Salon 4--play around in the salon and create any style you can imagine! Whether you choose a character and turn them into a creation you’ve dreamed up, or just see where the tools take you, it will be an adventure. Get creative with makeup, face paint, hair and beard tools, and much more!
Toca Hair Salon 4 is free to download, and comes with the full hair and beard, style, photo booth and shampoo stations. The in-app shop offers the face station and lots of content packs featuring clothes, accessories, and stickers available for purchase.
HAIR AND BEARD STATION
Cut, trim, shave, and even re-grow hair anywhere on the head! This station has hot tools for curling, straightening, and texturizing; and colorful bottles to dye hair any color of the rainbow. How will they react to your creation?
FACE STATION
Expand your salon by purchasing the face station! You’ll find all kinds of makeup in every color. Create lush lashes with mascara, and pick a tool to put on eyeliner, eyeshadow or blush! Use the face paints to boldly draw right onto your character’s face. What will you design?
STYLE STATION
Try on 100s of styles to suit that new look! Change up the outfit, pick out some stickers, and embellish your character with accessories like glasses and hats.
PHOTO BOOTH
Choose a background, watch them strike a pose and snap a picture! You can even save a picture of your character in a photo book and return to styling them later.
SHAMPOO STATION
Give your character a shampoo, towel off, and blow dry. Watch their face paint and makeup drip away!
ABOUT TOCA BOCA
Toca Boca is an award-winning game studio that makes digital toys for kids. We think playing and having fun is the best way to learn about the world. Therefore we make digital toys and games that help stimulate the imagination, and that you can play together with your kids. Best of all - we do it in a safe way without third-party advertising.
PRIVACY POLICY
All of Toca Boca’s products are COPPA compliant. Privacy is an issue that we take very seriously. To learn more about how we work with these matters, please read our privacy policy: https://tocaboca.com/privacy",https://play-lh.googleusercontent.com/rs_72pHNSvwk0r1p-bvYf-rpYIpuogM05ICTpyOV7azj6oHWaHHbBOiJwvg0ynA_eoE=s180,Everyone,Education,Ages 6-12,
Crayola Scribble Scrubbie Pets,Rated 4.1 stars out of five stars,"Color, clean and care for adorable little pets!
Crayola Scribble Scrubbie Pets are adorable, colorable and washable pets that kids can customize again and again! Fun and colorful activities like washing, coloring, and feeding encourage empathy as kids care for their pets. Interactive play sets spark kids imaginations and invite exploration.
With 32 pets to collect, kids can enjoy hours of creative play - for free! No ads, no in app purchases, and no personal data collected.",https://play-lh.googleusercontent.com/26rrWRwpjnIprTJJKk_dpCcdJlg83MXkguJLX-2q7wA_BiwargMBDVw0yuHTUX73pond=s180,Everyone,Casual,Ages up to 8,
Toontastic 3D,Rated 4.2 stars out of five stars,"3… 2… 1… ACTION! With Toontastic 3D you can draw, animate, and narrate your own cartoons. It’s as easy as play. Just move your characters around onscreen, tell your story, and Toontastic records your voice and animations and stores it on your device as a 3D video. Toontastic is a powerful and playful way to create interstellar adventures, breaking news reports, video game designs, family photo albums, or anything else you might imagine!
What people are saying:
• Parents' Choice Gold Award: ""Toontastic 3D is a wonderful creative outlet for all budding storytellers, young scientists, or those who increasingly blur the lines between the two - perhaps this is where the next documentary makers and Pixar artists will get their start.""
• Five star rating from Common Sense Media - ""Kids are in the director's seat and have free rein to let their creative side shine with this flexible and easy-to-use storytelling platform.""
• A+ and Editor's Choice rating from Children's Technology Review - ""Powerful and free, this rich language experience lets you create your own self-narrated puppet shows.""
• Winner of the 2017 BolognaRagazzi Digital Award for 'Best Kids App of the Year'
FEATURES
• A giant toy box chock full of swashbuckling pirates, transforming robots, nefarious villains, and many more characters and settings to spark kids’ imaginations
• Design your own characters with 3D drawing tools
• Add yourself to your adventures with photos and custom colored characters
• Mix your soundtrack with dozens of built-in songs
• Choose from three Story Arcs for digital storytelling (Short Story, Classic, & Science Report)
• Export videos to your Photos library to share with family and friends
• An idea lab chock full of playful stories, characters and settings to inspire new adventures
Fruit Ninja © 2017 Halfbrick. All Rights Reserved.",https://play-lh.googleusercontent.com/R-dJcIvmUhdrwD7tlR4rQ-k8fWYzfXINb2cleVYH3b0y70qcvHCl55UvuhlA_Jc4CGI=s180,Everyone,Educational,Ages up to 12,
Kids Coloring Book: Drawing & Painting for toddler,Rated 4.3 stars out of five stars,"Which of us in childhood did not like to paint different paintings, fill them with color, “give life” to animals, nature and various fairy-tale characters? Now everyone’s favorite coloring books are available on your smartphone or tablet. Discover the interesting world of easy drawing for your happy children or for yourself with the game “Coloringbook for kids”!
Together with our new game you can enjoy not only the colorful draw therapy, but also develop creative abilities for both childrenand adults. Develop talents, stimulate imagination and just enjoy art. In our painting you will enjoy the following functions:
1. Absolutely free drawing process and related content.
2. A huge base of various drawings for coloring and decoration: we have in our app more than 75 pieces from the lightest to the most complex.
3. Friendly design and intuitive drawing interface that will make the process understandable for toddlers and adults.
4. A wide range of painting tools: pencils, brushes, finger, paints, various strokes and different colors.
5. Many stamps and backgrounds for decoration, as well as special effects for even better coloursand results.
6. Cancellation and erasure of unnecessary elements that partially erase or completely remove any errors or unnecessary elements.
7. Saving drawings in an album to calmly view or edit your masterpieces later.
Our game “Coloring book for kids” is ideal for all: both kids and adults. And it doesn’t matter how well you draw: go beyond the edges, if you want, fill everything with color, draw freely! We will help you learn to draw even better, develop your artist talent in our app and at the same time play fun!
Our drawer will allow you to draw and colorize the best drawings easily and simply, and even much more interesting than on a regular sheet in an album or coloring book. Use the most modern methods of drawing and just enjoy the process, because we have such pictures available for coloring:
● animals;
● music;
● dolls;
● underwaterworld;
● dinosaurs.
Try to download our new free super application “Coloring book for kids” right now and fully enjoy drawing for kids and adults on your smartphone or tablet, even without the Internet. Learning to draw together and be happy! And you will no longer think, ""where should I draw with my child""?",https://play-lh.googleusercontent.com/pWRSd0wP8X4jSC-OFumJndmjRESI7nB8XOLpVw8JJMfZVKJhBMCpKlRfrf2ZT1QijA=s180,Everyone,Educational,Ages up to 8,
"Coloring Games: Coloring Book, Painting, Glow Draw",Rated 3.9 stars out of five stars,"Kids love fun coloring games, and this Coloring Game is one of the best free coloring book and painting apps for children!
Coloring Games is filled with fun, colorful, and creative drawing and painting tools that help kids of all ages enjoy creating art on your mobile device. There are multiple modes the whole family can enjoy, including paint by numbers, color by numbers, doodling modes, and free coloring books of all types. Whether your kid is a toddler or a preschooler, they're bound to have fun with this free coloring game!
Coloring Games was built specifically for children. It has an easy to understand interface kids as young as one year old can use. They'll have fun using the drawing, painting, and learning games at their disposal, while parents can watch the looks of joy on their faces as they color in the pages with a wide variety of paints.
There are a ton of coloring mini-games to play in Coloring Games, including:
1. Fun Paint - Tap to fill in the blank coloring book pages with a dozen bright and fun colors!
2. Color Fill - Use a wider variety of colors and options to paint the pictures, including stickers, glitter, crayons, and cute patterns.
3. Drawing - Draw on a blank slate with a full palette of colors ready to go.
4. Glow Pen - Paint with neon colors on a dark background. A fun way to create unique artwork!
5. Number Paint - Color-by-numbers to fill in an amazing picture, one paint shade at a time!
Coloring Games comes with a number of features that help adults monitor their child's progress. You can easily add profiles for each child, customize settings to make color activities easier or harder and more. Best of all, the coloring game is completely FREE to play. There are no ads, no in-app purchases, and no paywalls to fight with, just tons of safe, educational fun for kids.
Preschoolers, toddlers, families, and boys and girls of all ages will love the simple but engaging fun of Coloring Games. It's easy to start coloring with just a few taps on the screen, and maybe your child will create a miniature masterpiece!
Note to parents:
When creating this game, our goal was to craft a unique and fun experience perfectly designed for children. We're parents ourselves, and we know how ads and paywalls can get in the way of families enjoying playtime together.
Coloring Games is completely free. You won't find any in-app purchases or third party advertisements, just a great coloring book app you can play with your children. We don't want our kids consuming hundreds of ads while they learn, and we think other parents agree with that, as well!
Thank you for taking the time to experience fun learning and coloring apps with your children. Spread the word so more parents can share wholesome entertainment with their families, too!
Best wishes from the parents at RV AppStudios",https://play-lh.googleusercontent.com/zEeVdf2QNSOGP5b_koYGD72o_LB5uLdABUoBvYSxNiPZjVRwcxF2j2a_e8c5KGgpKxk=s180,Everyone,Educational,Ages up to 12,
City Island 3 - Building Sim Offline,Rated 4.3 stars out of five stars,"If you love exotic village to city building games, then you'll love the City Island 3 - Building Sim Offline! Join over 25 million players and start playing this popular offline city builder game today! Start on an exotic island with some cash and gold and from there begin building a city. Just start with constructing one house, expand that to a village, then create a city and try to expand it to metropolis.
If you liked our previous sim games: City Island 1 & 2, you will definitely love our third citybuilder game! This time you will have your own archipelago to build your cities! No internet connection is required as you can play it offline and online.
You can unlock a building and build it on an exotic tourist island paradise, on a vulcano island, a swamp, a desert and more! Really cool city building allows you to construct cities, villages, compounds or a metropolis. Build it as you like, but keep a close eye on balancing the amount of people, jobs, happiness points. Keep your citizens happy with beautiful decorations, earn pirate chests, and create jobs so you can earn money and gold from your happy citizens.
People in your own city will provide quests and feedback on how well you are doing! Furthermore, you can decorate your village city by placing walking paths, rivers, railroads with trains, transport, parks and hundreds more fun and beautifully designed items.
If you like playing free-to-play citygames, building a city in City Island 3: Building Sim is your best choice!
** FEATURES **
- Easy to play building sim
- Build and decorate beautiful islands of your own archipelago with more than 300 unique items, be creative!
- Fun FREE to play tycoon game
- Tablet support
- HIGH QUALITY graphics
- Intuitive gameplay with challenging tasks, rewards and achievements
- Enjoy fun quests to help you create your own virtual paradise in this free-to-play citygame!
- Currencies: gold and cash, pirate chests
- Attract citizens with parks, trees, a railway with trains, boats, decorations and community buildings
- Collect profit from your commercial buildings
- Upgrade your city buildings
- Help your citizens by building a city on this exotic island story
- Unlock transport to new islands
- Collect XP and level up to unlock a new building for construction
- Collect dozens of REWARDS while playing
- Expand your city to create more room for constructing more buildings, transport and progress your village to a metropolis with tall buildings
- Speed up construction / upgrade time
- Lots of adventure, pirate chests and quests to unlock
- Expand your city over land and sea
- Many hours of free fun
- Play offline and online",https://play-lh.googleusercontent.com/LGQWGRJ8kTH9T0AWuoC0ZJB_u8mOEycBBIq6ajNtCmEMDUI6nPCLYK9eu_DCEQUhFl0=s180,Everyone,Simulation,Ages 6+,
Dinosaur Deformers - for kids,Rated 4.3 stars out of five stars,"Press the “transform” button. The vehicle is transforming!
Each car has its own morphing mode. Enjoy your transformations from ordinary cars into excavator! Let’s excavate the rocks, and dive into the underground, where you may find hidden jewels and underground bases! The car can also turn into a hovercraft that gives kids to chances to experience the thrill rides! The car can even switch into a helicopter as well as a submarine. It’s Dinosaur Deformers.
Explore wherever you like through transformating! Each location provides multiple routes. Sailing among the clouds to discover treasures. You will also see the beautiful scenery while you climb up. Enjoy the passing surprises as you navigate the Deformers!
It’s high time to start your own adventure! Hop into a transforming car to explore all fun and surprises!
Features
> Six deformers have its own operational modes and unique deformation
> Interesting animations and sound effects make the cars come to life
> Enjoy the exploration in Water park, deep sea,underground, stone forest, hilly area and city.
> Six scenes provide multiple routes with amazing scenery.
> Suitable for preschool children, 0-5 years old
> No Third party advertising
About Yateland
Yateland develops apps for kids and families to enjoy. Our games inspire preschoolers across the globe to create, imagine, and adventure! As we make games for your children to enjoy, we are guided by our vision: ""children love. Parents trust.""",https://play-lh.googleusercontent.com/brwuTFN8vSPaJRAIQyh-llcq3CYOKKlGo38B_r9lzrPz9NXBCNXB7tU7MzMnFfE34Q=s180,Everyone,Action,Ages up to 8,
Color Kids: Coloring Games,Rated 4.7 stars out of five stars,"When you look out the window, what do you see? Colors and shapes, green trees, square windows, a whole world of things to identify! Colors and Shapes is a fun and educational game for preschool children that helps teach object matching and color recognition skills. It's a beautiful world out there. Help your children learn to recognize and draw it!
Color and Shape focuses on basic tracing, matching, and building skills kindergarten kids need to train. It features a number of unique mini-games designed to increase a child's ability to recognize and match shapes, identify and pair up colours, and even solve puzzles through simple touch screen interactions. It's incredibly easy to use and provides a fun learning environment kids will love.
Colors and Shapes includes the following mini-games:
1. Painting - Kids love colouring games! Fill in the blank objects with all kinds of fun paint, then identify the objects one by one. A fun way for children to recognize colours and shapes.
2. Collecting - A fun and challenging game where children tap the correct colored objects and gather them in a basket!
3. Look-alikes - Match up the different items by picking the ones with the same colour. A challenging but fun way to learn colours and drawing skills.
4. Matching - Outlines are at the top of the screen, and a handful of shapes are at the bottom. Challenge your kids to match them up!
5. Tracing - Help your kids trace shapes by following the outline on the screen. Great for teaching shape patterns and recognition.
6. Building - Drag and drop animated pieces on the screen to create a shape in the middle.
Colors & Shapes - Learn Coloring For Toddler Kids is a great learning experience for toddlers, preschoolers, kindergarteners, and children of all ages. Parents will appreciate the customizable difficulty settings. Kids will have a great time learning to recognize different colors and shapes, completing all of the mini-games, and earning sticker rewards!
Best of all, Colors and Shapes is absolutely free! No annoying third party ads, no in-app purchases, just pure educational fun for you and your family.
Note to Parents:
When creating Colors and Shapes, we wanted to create the most entertaining and educational game possible for both parents and their children. We're parents ourselves, and we know how frustrating intrusive third party ads and in-app purchases can be. That's why we decided to release this game for free. You and your child can enjoy an uninterrupted learning experience without having to worry about micro-transactions and the like. Just sit down and start learning. It's exactly the sort of educational experience we want for our children, which is why we know your family will love it, too!
Best wishes from the parents at RV AppStudios",https://play-lh.googleusercontent.com/oXElAQE2gy-A7Th9zavfT7bxy7CpX7PgIFguu0_MFK1UxIsRXOc2u0gZUjZbK0gTOLo=s180,Everyone,Educational,Ages up to 12,
Coloring Book for Kids,,"Beautiful Coloring Book for Kids app is an entertaining game and a superb coloring book, suitable for younger boys and girls as well as high school students and even adults who love funny drawings and coloring games. Here you can find a large selection of unique, beautiful, and funny coloring animals, people, and other fabulous characters. Welcome to the colorful world of the Pretty Coloring for Kids app, where coloring games develop your child's creativity!
No more paints, felt-tip pens, and pencils are needed with the Coloring Book for Kids app. You can pick your favourite colour or any other colour from the basic palettes and colour the character to your liking. It's time to have fun with our wonderful Coloring in Kids game!
FEATURES of the application Beautiful Coloring Book for Kids:
⭐ The app is very easy to use and absolutely FREE!
⭐ It's easy to use
⭐ This coloring game works offline, without internet!
⭐ More than 40 fun drawings of animals and more!
⭐ Cartoon unique drawings and smiling animals.
⭐ Child friendly environment. Every picture in the coloring game for children has been carefully chosen, so every child would want to draw it.
⭐ Lots of bright and beautiful colours to draw and fill in.
⭐ The game includes lots of beautiful images of fairy tale characters that you will immediately love.
⭐ The coloring book will help your children relax and feel better.
⭐ Beautiful Coloring Book for Kids is a virtual coloring book designed for all ages of girls and boys. It's so easy and simple, even the youngest children can play it!
⭐ The entertaining game allows you to learn to draw and feel colour just like on paper.
⭐ The most beautiful coloring game for children and adults!
Beautiful Coloring Book for Kids app is easy to use:
✔ Download and install the Pretty Coloring for Kids app from GooglePlay.
✔ Open the Coloring Book for Kids app.
✔ Select one coloring book from the Coloring Book for Kids application.
✔ Colour the cartoon characters using the built-in original palette.
✔ Repaint as many times as you want.
✔ Create your own colour combinations in this awesome Pretty Coloring Game for Kids.
✔ Zoom in and out of the Coloring Book for Kids to color small parts of the coloring book with the fairy tale characters.
✔ All coloring books are automatically saved in the gallery Beautiful Coloring Book for Kids.
✔ Share your finished coloring picture with friends and family on Facebook, Instagram, Twitter, WhatsApp, email, and other social media. It's fun!
FEATURES of the Beautiful Coloring Book for Kids app:
💖 Awesome family game.
💖 You can colour and let your imagination run wild.
💖 The game is very interesting and educational for all ages.
💖 Works great on both tablets and phones.
💖 Easy operation.
💖 Rich colour palette.
💖 Experiment with colours.
💖 You can erase and undo.
💖 Zoom in for detailed coloring.
💖 Save your drawings in an album so you can edit them later.
💖 Share your creations with family and friends
💖 Lots of colourful and beautiful images.
💖 Soothing coloring and coloring therapy.
💖 Free creativity for children and adults.
💖 Raise your spirits!
This coloring book will help motivate your child, develop their imagination and color sense, and allow adults to pass the time nicely! As an educational tool, coloring books for children are a great way to improve motor skills, fine motor skills, and motor co-ordination. Coloring books have a positive effect on children's personal development from an early age. They also have a therapeutic effect, being an activity that teaches concentration and calming.
😍 Download the Pretty Coloring for Kids app now! Enjoy, relax and create! 😍",https://play-lh.googleusercontent.com/wfdqmampg_exrpxlB34-iVbPES55y7uYCJpBgUodGtlLZKrhwjC6tg0pg72CO-UPvVA=s180,Everyone,Educational,Ages up to 12,
Coloring games for toddlers 2+,Rated 4.0 stars out of five stars,"Coloring and drawing for kids contains 128 coloring pages for toddlers to enjoy. Drawing app is perfect for girls and boys ages 2 to 8. Painting game helps babies to develop creativity, fine motor skills and hand eye coordination.
Doodle game for kids features:
- 128 coloring pages for toddlers.
- Drawing app for kids features 8 themes: animals, princesses, cars, school, musical instruments, food, Halloween and Christmas.
- Baby doodle games for kids with simple interface.
- 16 coloring pages are available for free.
Age: 2, 3, 4, 5, 6, 7 year old children. Great for preschool. Our painting game runs perfectly without Wi-Fi.
There are no ads inside our app. We are always glad to receive your feedback and suggestions.",https://play-lh.googleusercontent.com/W2EFsVjSVhpLniWgHUipvGwOMhkqyehzYqVI1pwwxAjH3uwPaLteIivi6wSvGIDbeg=s180,Everyone,Educational,Ages up to 8,
Thomas & Friends Minis,Rated 4.0 stars out of five stars,"Budge Studios™ presents Thomas & Friends™ Minis! Create your very own train set piece by piece and bring it to life with Thomas and all his friends. Customize endlessly and let your imagination run free with whirly waterslides, frozen loops, rainbow bridges, dino spine rails and more! Climb aboard your favorite Minis engine and experience every twist, turn and stunt! Ready, set, build!
THE ULTIMATE TRAIN SET BUILDER
• IMMERSE yourself in your train set and experience it like never before with Augmented Reality!*
• BUILD tons of exciting tracks, from twisting turns to rattling ramps
• ROCKET yourself through spectacular stunts, bold boosts and raging rollercoasters!
• DECORATE your train set with tall trees, beautiful buildings and dazzling decorations
• PAINT your set’s terrain with sandy beaches, bubbling lava and snowy blizzards
• DRIVE through your creations in 3rd person with Thomas, Percy and more!
• COLLECT golden gears to unlock epic engine skins like Hero Hiro or Spooky Spencer!
*AR is compatible with Android 7.0 (Nougat) and above and available on certain devices only.
GET CREATIVE WITH 8 UNIQUE WORLDS TO DISCOVER
• THOMAS’ COUNTRYSIDE: Explore the windmills, train stations and workshops of verdant Sodor!
• GORDON’S WINTER WONDERLAND: Ride over frozen bridges and crash through ice walls!
• PERCY’S SPOOKY FOREST: Dare you enter the hollow log tunnel and haunted mansion?
• TOBY’S BUSY CITY: Visit the fire station, hospital and deliver the mail downtown!
SPENCER’S AQUA PARK: Dive through the whirlpool tunnel and slide down the waterslide loop!
• JAMES’ JURASSIC COVE: Venture to the lost land of treasure-filled cars and triceratops skull tunnels!
• DIESEL'S ENCHANTED VALLEY: Ride through the magical forest and jump through incredible waterfalls to find the Medieval Castle!
• EMILY’S COASTER CITY: Embark on a rollercoaster adventure at the fair, will you dare to jump through the Fire Hoop?
PRIVACY & ADVERTISING
Budge Studios takes children's privacy seriously and ensures that its apps are compliant with privacy laws. This application has received the “ESRB (Entertainment Software Rating Board) Privacy Certified Kids’ Privacy Seal”. For more information, please visit our privacy policy at: https://budgestudios.com/en/legal/privacy-policy/, or email our Data Protection Officer at: privacy@budgestudios.ca
Before you download this app, please note that it is free to try, but some content may only be available via in-app purchases. In-app purchases cost real money and are charged to your account. To disable or adjust the ability to make in-app purchases, change your device settings. This app may contain contextual advertising (including the option to watch ads for rewards) from Budge Studios regarding other apps we publish, from our partners and from third parties. Budge Studios does not permit behavioral advertising or retargeting in this app.
Please note that this app gives users the ability to take and/or create photos in-app that can be saved locally to their devices. These photos are never shared with other users in-app, nor are they shared by Budge Studios with any unaffiliated third party companies.
TERMS OF USE / END-USER LICENSE AGREEMENT
This application is subject to an End-User License Agreement available through the following link: http://www.budgestudios.com/en/legal/eula/
ABOUT BUDGE STUDIOS
Budge Studios leads the industry by providing entertaining apps for kids through innovation and creativity. The company develops and publishes apps for smartphones and tablets played by millions of children worldwide.
Visit us: www.budgestudios.com
Like us: facebook.com/budgestudios
Follow us: @budgestudios
Watch our app trailers: youtube.com/budgestudios
HAVE QUESTIONS?
We always welcome your questions, suggestions and comments. Contact us 24/7 at support@budgestudios.ca
BUDGE and BUDGE STUDIOS are trademarks of Budge Studios Inc.
Thomas & Friends™ Minis © 2017-2020 Budge Studios Inc. All Rights Reserved.",https://play-lh.googleusercontent.com/zyCcalDohccned4y_1cnag4SUEOvKkUY4Y0dAb_H5xePxOZqkjpugihvfK4S8lWdFarD=s180,Everyone,Casual,Ages up to 8,
Coloring book - games for kids,Rated 4.2 stars out of five stars,"Coloring book for kindergarten kids and toddlers. The app has 120 pictures for coloring that will keep your child entertained while developing creativity, fine motor skills and hand eye coordination. Our coloring game is great for both girls and boys of all ages and interests. It allows kids to color animals, dinosaurs, princesses, transport, aliens, sea creatures, robots and even Christmas pictures.
Drawing game with different instruments – pencil, brush, spray, crayon, felt-tip pen and chalk.
Magic painting for toddlers – create beautiful pictures with little effort.
User-friendly game for 2 to 6 year olds– you can easily correct mistakes with “undo” button.
Versatile coloring game for kids – 120 coloring pages in 8 different themes.
Our game for toddlers is perfect for pre-k and kindergarten children who want to develop their creativity and drawing skills.
Ages: 2, 3, 4, 5, 6 or 7 years old pre-kindergarten and kindergarten children.
You will never find annoying ads inside our app. We are always glad to receive your feedback and suggestions.",https://play-lh.googleusercontent.com/E6mWBVUIuIVuZm3EtI9YlyOtj1T-CXDiHih-YJ4NPnEW4EHbSdJjmHPc_op_YnDkdA=s180,Everyone,Educational,Ages up to 8,
LEGO® DUPLO® Connected Train,Rated 4.1 stars out of five stars,"""This app may be used with or without the LEGO® DUPLO® Cargo Train (10875) or LEGO DUPLO Steam Train (10874).
CREATE AND CONNECT
All aboard the DUPLO train! Join the train driver in an exciting adventure on the DUPLO railway. Help the driver by controlling the train’s speed, turning on the headlights, sounding the horn and more!
As part of a brand new experience, your child can collect more than 20 different stickers and place them in the inspirational DUPLO train landscape. In this experience we also have fresh, intuitive controls, including a new color-changing light button.
With the train sets you can place DUPLO action bricks on the rails to make the driver react to your actions. Each action brick can also launch an exciting activity to add even more fun and inspire play with your physical train set.
You can also play without the physical trains and will be able to join the driver on fun activities, collect stickers and have the app react to your actions.
Come with us on a joyful ride and enjoy great fun with LEGO DUPLO Connected Train.
FEATURES
Intuitive and easy interface for children to navigate and control the physical and digital train
Fun toddler-friendly visuals and interactions
Trigger events in the app with the physical action bricks
Help the driver go on adventures, and complete age-appropriate activities
Easy connection instructions – open the app, choose your train in the main menu, turn on the physical train and the connection will happen automatically
No in-app purchase
No third-party advertising
No third-party data tracking
Parental gate to access information about LEGO DUPLO and further information about the app""
Why play with LEGO DUPLO?
LEGO DUPLO aims to be your Partner in Play when it comes to your child’s growth and development from age 1 1/2. We work with child development experts, educators, and parents to ensure that all LEGO DUPLO products – both in real life and in games like this – deliver value, safety, versatility, and an outlet for creative thinking that will set the stage for a love of learning and play that will last a lifetime. Thank you for allowing us to be part of your child’s journey!
For app support contact LEGO Consumer Service.
For contact details refer to http://service.LEGO.com/contactus
Our privacy policy and terms of use for apps are accepted if you download this app.
Read more on http://aboutus.LEGO.com/legal-notice/Privacy-Policy and http://aboutus.LEGO.com/legal-notice/terms-of-use-for-apps
LEGO, the LEGO logo and DUPLO are trademarks of the LEGO Group. ©2018 The LEGO Group.",https://play-lh.googleusercontent.com/AuPHacLjlzF4Ej5sIOFRk_Ey_DJzRLXB4-jpxVjane79ztUs39FHtGjhuut7HLxdKF4=s180,Everyone,Tools,Ages up to 5,
Strawberry Shortcake Food Fair,Rated 4.0 stars out of five stars,"Budge Studios™ presents Strawberry Shortcake Food Fair! Strawberry Shortcake is at the Berry Bitty City Food Fair serving up berrylicious treats, and her friends are giving out prizes to the Best in Show. Use their favorite ingredients and you could earn spectacular decorations for your food booth. So let’s get cookin’!
FEATURES
• Choose from different Food Fair recipes
• Mix, stir and grill --- gameplay mechanics mimic real-life cooking
• Customize your treats with different fruits, flavors, glazes, and much more!
• Win Blue Ribbons in food competitions
• Earn decorations to make your Food Fair booths country cute
• Save your customized recipes and make them at home
• Easy and fun step-by-step instructions
RECIPES
Make your favorite Food Fair treats!
• Itty Bitty Fruit Pies
• Frosty Rainbow Slush
• Very Berry Doughnuts
• French Toast Surprise
• Kickin’ it Kabobs
PRIVACY & ADVERTISING
Budge Studios takes children's privacy seriously and ensures that its apps are compliant with privacy laws. This application has received the ""ESRB (Entertainment Software Rating Board) Privacy Certified Kids' Privacy Seal"". For more information, please visit our privacy policy at: https://budgestudios.com/en/legal/privacy-policy/, or email our Data Protection Officer at: privacy@budgestudios.ca
Before you download this app, please note that it is free to try, but some content may only be available via in-app purchases. In-app purchases cost real money and are charged to your account. To disable or adjust the ability to make in-app purchases, change your device settings. This app may contain contextual advertising (including the option to watch ads for rewards) from Budge Studios regarding other apps we publish, from our partners and from third parties. Budge Studios does not permit behavioral advertising or retargeting in this app. The app may also contain social media links that are only accessible behind a parental gate.
END-USER LICENSE AGREEMENT
This application is subject to an End-User License Agreement available through the following link: https://budgestudios.com/en/legal-embed/eula/
ABOUT BUDGE STUDIOS
Budge Studios was founded in 2010 with the mission to entertain and educate children around the world, through innovation, creativity and fun. Budge Studios maintains the highest standards of safety and age-appropriateness, and has become a global leader in children's apps for smartphones and tablets.
Visit us: www.budgestudios.com
Like us: facebook.com/budgestudios
Follow us: @budgestudios
Watch our app trailers: youtube.com/budgestudios
HAVE QUESTIONS?
We always welcome your questions, suggestions and comments. Contact us 24/7 at support@budgestudios.ca
BUDGE and BUDGE STUDIOS are trademarks of Budge Studios Inc.
Strawberry Shortcake Food Fair © 2015 Budge Studios Inc. All Rights Reserved.",https://play-lh.googleusercontent.com/VR6_7sfi9AsQ83duPOJIvc1I78-u8sjcHwRkPJycDPgoqFeX15ulOS-aHlYtMbpagA=s180,Everyone,Casual,Ages up to 12,
Happy Meal App,Rated 3.2 stars out of five stars,"McDonald’s Happy Meal App is jam-packed with games and activities that help kids develop useful new skills. We believe that kids learn best when they engage their imaginations in social play. So we help them think in innovative ways to feed their curiosity, spark their creativity – and inspire them to create new things that they can be proud of.
We update our app whenever new characters visit the Happy Meal – so there’s always something new to look forward to.
Good to know
• No in-app purchases
• No third-party advertising
• Updated regularly with new experiences
SCANNING
Scan with the Happy Meal App
Kids can scan their Happy Meal toy or promotional Happy Meal food items with scannable icons for new surprising ways to play with their favorite characters visiting the Happy Meal. Available in selected restaurants.
HAPPY MEAL READERS
Digital Books
To inspire the next generation of readers, we’ve collaborated with renowned children’s author Cressida Cowell. Kids and parents can share an engaging reading experience, where the story comes to life as they read.
Available in selected countries with more coming soon.
GAMES & EXPERIENCES
With every new Happy Meal, we use a selection of our below games and experiences to bring to life kids favorite characters.
Digital Masks
Our all-new magical mask experience allows you to transform yourself into visiting characters or play with masks inspired by fruits and veggies.
Be an Inventor
Kids are encouraged to make experiments and watch their inventions go off with a surprise. By assembling the parts and testing the results, kids put their logic and problem-solving skills to work in a fun and exciting way.
Be an Artist
Kids join their favorite Happy Meal characters as they learn techniques to help get them thinking like real artists. Drawing and painting with different tools and materials helps them express their creativity.
Be a Musician
Match the musical patterns to learn brand-new sounds and rhythms along the way. It’s fun to dance to the beat, but it’s even more fun when kids get to compose songs.
Be a Hero
This is a fun new game that encourages the whole family to play together. By completing mini challenges, you get to move, turn and twist the device to direct and guide the game play.",https://play-lh.googleusercontent.com/S-jUL-LFzMf3Ya7kk-5lunu1r5LCfz3vb4oUJWYlnf7GDDqTZ5X93vE12ItS-OMsWg=s180,Everyone,Puzzle,Ages 6-8,
